Full_Name,Age,Marital_Status,Employment_Status,Income_AMD,Education_Level,Loan_Amount_AMD,Loan_Purpose,Collateral,FICO_Score,Debt_to_Income_Ratio,Num_Open_Credit_Lines,Previous_Defaults,Loan_Term,Interest_Rate,Employment_Duration_Years,Alternative_Income_AMD,Creditworthiness
Anush Vardanyan,43,Single,Self-Employed,750000,Master's,2450000,Leasing finance,Yes,502,0.57,1,0,36,16.93,0,3850000,Low
Vardan Nazaryan,53,Married,Self-Employed,490000,Master's,4450000,Loan granted to financial institutions,Yes,842,0.23,4,3,24,17.59,12,4800000,Low
Sona Avagyan,18,Widowed,Self-Employed,1150000,PhD,3500000,Loan granted to individuals,No,493,0.35,2,4,24,16.02,0,2550000,Low
Ara Avagyan,25,Single,Employed,1950000,Bachelor's,2400000,Leasing finance,No,771,0.53,1,1,60,16.99,3,2350000,Low
Ara Mkrtchyan,66,Widowed,Employed,1390000,High School,4100000,Commercial and industrial loan,Yes,405,0.34,2,2,48,13.8,31,3750000,Very Low
Hakob Ghazaryan,52,Married,Employed,2370000,Bachelor's,350000,Mortgage loan,Yes,425,0.34,1,1,24,16.78,28,4400000,Very Low
Hasmik Karapetyan,69,Married,Retired,95000,High School,4950000,Loan granted to individuals,Yes,713,0.41,2,3,24,12.04,6,4800000,Low
Anush Petrosyan,32,Widowed,Employed,1750000,Bachelor's,1550000,Consumer loan,Yes,809,0.48,2,4,36,15.98,0,1600000,Low
Ani Hakobyan,64,Divorced,Retired,45500,Bachelor's,2800000,Commercial and industrial loan,No,800,0.43,3,3,12,14.76,4,3950000,Low
Sargis Vardanyan,39,Widowed,Employed,750000,High School,4800000,Leasing finance,Yes,420,0.41,3,0,24,18.88,7,1050000,Very Low
Gor Hakobyan,31,Single,Self-Employed,1830000,Bachelor's,4950000,Agricultural loan,Yes,507,0.29,1,2,48,16.41,3,2700000,Very Low
Ani Karapetyan,43,Divorced,Self-Employed,2830000,Bachelor's,3050000,Mortgage loan,Yes,649,0.42,3,1,48,15.56,6,850000,Low
Gagik Mkrtchyan,45,Divorced,Employed,370000,Bachelor's,4600000,Mortgage loan,Yes,492,0.15,4,3,60,12.44,15,1700000,Low
Ruzanna Mkrtchyan,40,Divorced,Employed,990000,Bachelor's,250000,Loan granted to individuals,No,692,0.3,3,4,12,18.49,4,4650000,Medium
Mari Mkrtchyan,31,Divorced,Employed,1110000,Bachelor's,1500000,Agricultural loan,Yes,796,0.19,1,0,60,9.6,0,700000,High
Hayk Hakobyan,41,Divorced,Self-Employed,2270000,Master's,1100000,Loan granted to individuals,Yes,691,0.37,3,4,36,18.9,10,3150000,Medium
Arpi Gevorgyan,19,Single,Self-Employed,930000,PhD,850000,Leasing finance,Yes,408,0.23,1,2,36,16.18,0,2950000,Very Low
Ara Poghosyan,62,Single,Self-Employed,430000,High School,500000,Leasing finance,No,769,0.35,4,4,24,11.08,4,600000,Low
Karine Petrosyan,43,Widowed,Self-Employed,1930000,High School,3550000,Mortgage loan,No,649,0.49,1,4,60,18.93,22,1600000,Low
Ara Melkonyan,31,Married,Employed,370000,PhD,3400000,Leasing finance,No,448,0.32,1,0,60,12.59,6,2800000,Very Low
Gayane Poghosyan,68,Divorced,Employed,2350000,Master's,2100000,Commercial and industrial loan,Yes,555,0.21,4,4,60,10.85,24,900000,Low
Tigran Petrosyan,24,Married,Employed,1990000,Master's,1350000,Loan granted to financial institutions,Yes,688,0.21,4,0,12,12.51,2,4000000,Medium
Liana Gevorgyan,20,Divorced,Employed,1670000,Bachelor's,350000,Loan granted to financial institutions,Yes,498,0.55,1,2,60,19.57,1,4850000,Low
Ara Sargsyan,64,Divorced,Self-Employed,570000,Master's,1150000,Commercial and industrial loan,Yes,742,0.49,2,3,48,17.28,19,1050000,Low
Ara Mkrtchyan,40,Married,Employed,470000,PhD,3750000,Agricultural loan,Yes,485,0.12,2,0,24,19.08,2,900000,Very Low
Arpi Ghazaryan,63,Married,Retired,47000,Master's,400000,Mortgage loan,No,643,0.57,1,3,24,12.29,43,2250000,Low
Liana Nazaryan,60,Married,Employed,630000,High School,400000,Loan granted to financial institutions,No,407,0.16,3,1,48,9.91,14,3700000,Very Low
Suren Avagyan,64,Divorced,Self-Employed,1530000,PhD,250000,Mortgage loan,Yes,379,0.43,1,4,60,15.19,40,1400000,Low
Tatev Mkrtchyan,62,Widowed,Employed,870000,Master's,3550000,Consumer loan,Yes,552,0.38,1,3,60,14.31,13,50000,Low
Vahagn Mkrtchyan,35,Married,Unemployed,0,Master's,4300000,Leasing finance,Yes,324,0.12,3,4,36,16.93,7,2700000,Low
Mariam Poghosyan,55,Divorced,Employed,1270000,High School,100000,Loan granted to individuals,Yes,582,0.25,4,0,36,14.97,9,4750000,Low
Mari Ghazaryan,52,Single,Employed,2110000,Master's,4400000,Consumer loan,No,537,0.49,1,4,48,13.36,16,1950000,Low
Edgar Sargsyan,68,Single,Employed,1530000,High School,2550000,Commercial and industrial loan,No,615,0.25,2,2,48,9.05,14,2100000,Low
Hakob Melkonyan,32,Widowed,Self-Employed,570000,Bachelor's,3300000,Leasing finance,Yes,762,0.34,4,3,24,14.15,12,4800000,Low
Sargis Mkrtchyan,42,Single,Employed,210000,Master's,600000,Agricultural loan,Yes,681,0.45,4,4,48,10.33,20,3450000,Medium
Anahit Markosyan,54,Single,Self-Employed,1290000,Bachelor's,2350000,Commercial and industrial loan,Yes,764,0.14,1,3,36,19.14,33,3550000,Low
Anush Markosyan,45,Married,Employed,1610000,Master's,2750000,Mortgage loan,Yes,449,0.52,2,3,36,19.14,2,2800000,Low
Narek Markosyan,27,Married,Employed,470000,Master's,1300000,Agricultural loan,Yes,651,0.12,3,2,12,17.84,8,4850000,Low
Suren Sargsyan,56,Single,Self-Employed,510000,High School,2250000,Loan granted to financial institutions,No,741,0.23,3,0,36,10.74,16,3400000,High
Ruzanna Mkrtchyan,34,Married,Employed,1850000,Master's,3100000,Mortgage loan,Yes,694,0.48,3,4,12,10.62,1,4450000,Medium
Arsen Avagyan,56,Divorced,Employed,1350000,PhD,3500000,Loan granted to financial institutions,Yes,664,0.56,2,1,60,15.2,25,3450000,Low
Vahan Avagyan,39,Single,Self-Employed,1270000,Bachelor's,4350000,Agricultural loan,Yes,305,0.48,4,3,48,17,5,3650000,Low
Sargis Avetisyan,43,Divorced,Employed,1710000,Master's,100000,Consumer loan,No,833,0.21,4,0,60,18.95,10,1450000,Very High
Arpi Karapetyan,61,Married,Self-Employed,1010000,Bachelor's,1300000,Agricultural loan,Yes,519,0.59,1,1,24,18.83,27,1500000,Low
Anush Avetisyan,42,Single,Employed,870000,Bachelor's,700000,Leasing finance,No,311,0.31,4,3,48,10.71,10,3900000,Low
Karine Gevorgyan,34,Divorced,Employed,1290000,Bachelor's,4100000,Commercial and industrial loan,Yes,684,0.29,4,1,60,19.95,8,1450000,Medium
Meline Hovhannisyan,30,Widowed,Employed,370000,Bachelor's,2850000,Loan granted to individuals,Yes,757,0.53,3,4,24,10.72,11,2800000,Low
Vahan Avagyan,37,Married,Self-Employed,770000,High School,1600000,Mortgage loan,No,524,0.13,3,4,12,18.24,15,1200000,Low
Gor Ghazaryan,42,Widowed,Employed,1910000,PhD,3100000,Consumer loan,Yes,635,0.38,3,3,48,15.46,23,4050000,Low
Arsen Hovhannisyan,21,Divorced,Self-Employed,1150000,Master's,3900000,Loan granted to financial institutions,No,466,0.58,4,3,36,16.46,1,550000,Low
Vardan Avetisyan,27,Divorced,Self-Employed,950000,Master's,1500000,Commercial and industrial loan,Yes,615,0.15,1,4,24,15.64,3,4100000,Low
Ashot Markosyan,20,Divorced,Employed,2070000,Bachelor's,650000,Commercial and industrial loan,Yes,415,0.37,4,0,60,18.57,1,3000000,Very Low
Ruzanna Melkonyan,58,Married,Employed,1350000,Master's,2000000,Loan granted to individuals,Yes,797,0.17,1,1,48,16.01,13,900000,High
Mariam Nazaryan,62,Married,Employed,2670000,Bachelor's,1550000,Mortgage loan,No,447,0.54,4,3,36,18.34,42,2700000,Low
Hasmik Sargsyan,35,Divorced,Employed,830000,Bachelor's,1850000,Loan granted to individuals,No,335,0.39,2,3,12,10.7,9,1400000,Low
Nune Harutyunyan,64,Single,Employed,1830000,Bachelor's,2250000,Consumer loan,Yes,706,0.22,4,2,24,18.53,1,1600000,Medium
Arsen Avetisyan,53,Widowed,Unemployed,0,Bachelor's,4300000,Leasing finance,Yes,684,0.25,2,1,24,19.92,6,1750000,Very Low
Ruzanna Hakobyan,64,Single,Self-Employed,570000,Bachelor's,2950000,Consumer loan,Yes,710,0.36,1,4,36,16.28,0,300000,Medium
David Harutyunyan,39,Married,Self-Employed,930000,Master's,1400000,Agricultural loan,Yes,607,0.46,4,3,36,19.74,4,4900000,Low
Lilit Poghosyan,51,Divorced,Self-Employed,1210000,Master's,3050000,Agricultural loan,Yes,539,0.34,4,3,12,11.42,14,150000,Low
Karine Karapetyan,64,Single,Self-Employed,710000,Bachelor's,950000,Loan granted to financial institutions,Yes,666,0.19,1,4,60,18.12,10,3300000,Low
Sargis Hakobyan,25,Divorced,Employed,1770000,High School,2150000,Consumer loan,Yes,603,0.45,3,1,36,10.86,3,1850000,Low
Ruzanna Sargsyan,57,Divorced,Unemployed,0,Bachelor's,2950000,Agricultural loan,No,466,0.16,3,0,12,14.68,32,3200000,Very Low
Trdat Karapetyan,66,Widowed,Self-Employed,2470000,PhD,800000,Agricultural loan,Yes,600,0.5,2,4,48,16.3,37,1750000,Low
Ashot Sargsyan,61,Widowed,Employed,370000,Master's,3450000,Consumer loan,No,504,0.3,4,0,12,16.26,19,3350000,Very Low
Hayk Gevorgyan,36,Divorced,Self-Employed,930000,Master's,2200000,Loan granted to individuals,Yes,494,0.43,3,3,48,16.38,9,3600000,Low
Meline Karapetyan,59,Divorced,Employed,730000,PhD,3300000,Commercial and industrial loan,Yes,470,0.27,1,0,48,12.53,31,3450000,Very Low
Arman Mkrtchyan,58,Widowed,Unemployed,0,Bachelor's,500000,Mortgage loan,Yes,701,0.43,1,0,60,19.71,35,550000,Very Low
Aram Poghosyan,54,Single,Self-Employed,1410000,PhD,2350000,Loan granted to individuals,Yes,338,0.54,4,4,36,9.07,11,3250000,Low
Ashot Avetisyan,23,Married,Self-Employed,950000,Bachelor's,950000,Consumer loan,Yes,551,0.45,2,3,24,15.83,1,1350000,Low
Hakob Hakobyan,69,Single,Retired,75000,Bachelor's,4200000,Loan granted to individuals,Yes,582,0.44,1,1,12,18.53,24,100000,Low
Tigran Nazaryan,43,Married,Self-Employed,1070000,Master's,4650000,Mortgage loan,Yes,506,0.48,4,2,12,18.8,8,2050000,Very Low
Nune Hakobyan,51,Divorced,Employed,210000,Bachelor's,4450000,Loan granted to financial institutions,No,799,0.35,2,0,60,16.92,16,2150000,High
Suren Avetisyan,62,Divorced,Employed,2010000,Master's,4050000,Agricultural loan,Yes,442,0.21,3,3,48,15.32,13,2300000,Low
Suren Hovhannisyan,23,Divorced,Self-Employed,1270000,Bachelor's,2550000,Commercial and industrial loan,No,318,0.51,4,2,60,14.03,0,3500000,Low
Aram Harutyunyan,54,Married,Employed,2550000,Master's,650000,Loan granted to financial institutions,Yes,319,0.42,2,1,36,13.94,2,1500000,Very Low
Narine Sargsyan,50,Divorced,Unemployed,0,Bachelor's,3150000,Commercial and industrial loan,No,747,0.26,1,2,60,13.68,15,1550000,Very Low
Ashot Sargsyan,39,Single,Employed,450000,High School,800000,Loan granted to individuals,No,525,0.24,3,1,12,16.7,17,300000,Very Low
Lilit Hakobyan,38,Divorced,Employed,2050000,PhD,2650000,Leasing finance,No,400,0.35,1,2,60,17.04,6,3400000,Very Low
Narine Petrosyan,23,Divorced,Unemployed,0,PhD,1750000,Loan granted to financial institutions,Yes,593,0.2,1,1,12,14.66,4,2800000,Low
Vahan Poghosyan,23,Single,Employed,2930000,PhD,2950000,Leasing finance,Yes,849,0.54,3,0,48,17.15,1,1700000,Low
Aram Poghosyan,65,Married,Retired,89500,Master's,1950000,Loan granted to individuals,Yes,364,0.49,4,2,36,14.81,13,3500000,Very Low
Gayane Petrosyan,21,Married,Self-Employed,1230000,Master's,3350000,Agricultural loan,Yes,798,0.25,4,1,24,10.07,1,2650000,High
Meline Melkonyan,47,Widowed,Employed,2990000,Master's,3650000,Consumer loan,Yes,375,0.12,4,3,48,18.37,9,2300000,Low
Hakob Avagyan,28,Widowed,Self-Employed,2370000,High School,3050000,Mortgage loan,Yes,424,0.13,1,4,60,18.58,5,2550000,Low
Mariam Markosyan,47,Divorced,Employed,350000,Bachelor's,2500000,Loan granted to individuals,No,326,0.25,1,2,48,11.93,2,3150000,Very Low
Tatev Poghosyan,48,Married,Employed,1830000,Bachelor's,2650000,Agricultural loan,Yes,575,0.17,4,2,36,17.65,16,3300000,Very Low
Lilit Hovhannisyan,41,Single,Employed,2690000,PhD,2300000,Loan granted to individuals,Yes,382,0.54,4,2,36,14.62,21,1400000,Low
Tatev Melkonyan,26,Divorced,Employed,1030000,Bachelor's,2600000,Loan granted to individuals,Yes,785,0.31,3,2,24,10.36,1,700000,High
Gevorg Markosyan,20,Widowed,Employed,910000,PhD,1450000,Loan granted to financial institutions,Yes,762,0.27,1,4,60,13.38,2,750000,Low
Artur Poghosyan,68,Married,Employed,1710000,Master's,250000,Commercial and industrial loan,Yes,305,0.21,2,2,24,9.84,11,3150000,Very Low
Meline Melkonyan,48,Married,Employed,850000,Master's,3350000,Commercial and industrial loan,Yes,667,0.52,4,0,60,17.65,24,4350000,Low
Elina Hakobyan,57,Divorced,Employed,2070000,High School,3700000,Leasing finance,No,770,0.5,4,0,48,11.16,0,2000000,High
Sargis Hakobyan,54,Single,Employed,2290000,Bachelor's,4750000,Loan granted to financial institutions,No,748,0.29,1,3,36,10.81,36,800000,Low
Hasmik Poghosyan,53,Single,Employed,210000,PhD,3750000,Agricultural loan,Yes,669,0.18,4,4,60,11.29,12,3750000,Low
Lilit Mkrtchyan,41,Married,Employed,2170000,Bachelor's,4050000,Commercial and industrial loan,No,639,0.58,4,3,48,11.49,18,4150000,Low
Ashot Hakobyan,48,Divorced,Self-Employed,2910000,Bachelor's,2000000,Loan granted to financial institutions,No,577,0.26,1,0,36,16.41,5,4400000,Very Low
Hayk Avetisyan,23,Widowed,Unemployed,0,Bachelor's,3600000,Commercial and industrial loan,Yes,639,0.49,4,2,36,16.02,4,3000000,Low
Ani Nazaryan,19,Widowed,Unemployed,0,High School,100000,Loan granted to financial institutions,Yes,379,0.33,3,2,24,10.42,0,4300000,Very Low
Areg Markosyan,37,Divorced,Employed,1830000,Bachelor's,3400000,Agricultural loan,No,366,0.49,2,1,36,16.97,17,50000,Very Low
Aram Nazaryan,45,Divorced,Self-Employed,1130000,Master's,3100000,Consumer loan,Yes,514,0.34,1,4,24,12.84,9,500000,Low
Hayk Avetisyan,28,Married,Unemployed,0,Bachelor's,4000000,Leasing finance,No,715,0.56,3,1,48,14.03,4,450000,Low
Aram Gevorgyan,21,Divorced,Self-Employed,1970000,Master's,2900000,Commercial and industrial loan,Yes,444,0.5,1,4,24,10.37,2,3550000,Low
Trdat Karapetyan,32,Single,Employed,2410000,High School,4250000,Consumer loan,Yes,585,0.23,1,4,60,16.79,1,300000,Low
Gagik Gevorgyan,23,Divorced,Self-Employed,1170000,Master's,3450000,Leasing finance,Yes,839,0.32,1,2,48,13.14,5,2450000,Very Low
Areg Hakobyan,66,Single,Self-Employed,250000,Master's,2900000,Loan granted to individuals,No,346,0.15,2,2,60,15.95,31,2350000,Very Low
Vardan Gevorgyan,47,Married,Self-Employed,1050000,High School,1750000,Consumer loan,Yes,536,0.55,3,3,12,13.7,10,1550000,Low
Vardan Melkonyan,55,Married,Employed,430000,Bachelor's,700000,Commercial and industrial loan,No,416,0.13,2,0,48,9.54,21,4350000,Very Low
Mari Poghosyan,68,Single,Retired,94500,High School,750000,Commercial and industrial loan,Yes,450,0.11,1,0,60,16.74,29,850000,Very Low
Liana Melkonyan,19,Married,Employed,790000,Master's,300000,Agricultural loan,No,382,0.35,4,2,12,15.08,0,1750000,Very Low
Sargis Mkrtchyan,32,Married,Employed,1750000,Master's,800000,Consumer loan,Yes,356,0.4,2,0,60,13.78,5,3850000,Very Low
Hasmik Gevorgyan,28,Widowed,Self-Employed,2630000,PhD,4350000,Agricultural loan,No,684,0.21,4,4,36,11.22,7,150000,Medium
Nune Melkonyan,25,Single,Employed,2930000,Bachelor's,4750000,Loan granted to financial institutions,No,519,0.39,1,0,24,15.87,2,3350000,Very Low
Mariam Vardanyan,43,Divorced,Employed,750000,Bachelor's,2300000,Mortgage loan,Yes,584,0.55,4,3,36,12.03,25,4050000,Low
Ruben Hovhannisyan,68,Widowed,Retired,85000,Bachelor's,3150000,Loan granted to financial institutions,Yes,733,0.41,2,0,12,13.72,38,4650000,Very Low
Armine Mkrtchyan,62,Widowed,Employed,810000,Bachelor's,600000,Agricultural loan,Yes,619,0.33,3,0,60,9.62,14,4350000,Low
Arman Melkonyan,61,Divorced,Employed,770000,Master's,2050000,Leasing finance,Yes,541,0.17,4,3,24,17.54,30,1550000,Low
Hasmik Melkonyan,22,Widowed,Self-Employed,590000,High School,950000,Commercial and industrial loan,Yes,764,0.18,2,3,36,9.99,3,2900000,Low
Elina Harutyunyan,23,Single,Employed,2170000,Master's,3800000,Mortgage loan,No,502,0.34,3,2,48,18.8,2,350000,Very Low
Ara Poghosyan,43,Single,Employed,1510000,Master's,3850000,Leasing finance,Yes,848,0.33,1,3,48,18.54,21,1250000,Low
Hayk Avagyan,21,Single,Employed,930000,Master's,100000,Loan granted to individuals,Yes,744,0.36,3,2,24,19.68,2,450000,High
Ruzanna Vardanyan,36,Divorced,Employed,2590000,Bachelor's,1000000,Loan granted to individuals,Yes,434,0.35,1,4,48,18.99,2,1550000,Low
Artur Avagyan,37,Divorced,Employed,750000,PhD,4750000,Agricultural loan,Yes,840,0.27,2,1,24,19.69,10,4350000,Very High
Gor Harutyunyan,50,Single,Unemployed,0,PhD,450000,Consumer loan,Yes,786,0.45,2,0,48,18.76,4,1700000,Very Low
Liana Poghosyan,37,Married,Self-Employed,2930000,PhD,1050000,Agricultural loan,Yes,785,0.21,3,3,60,10.24,13,2800000,Low
Suren Gevorgyan,66,Divorced,Self-Employed,2190000,Master's,400000,Loan granted to financial institutions,No,704,0.53,2,0,12,13.81,34,2150000,Low
Areg Petrosyan,29,Married,Self-Employed,970000,Master's,1950000,Agricultural loan,Yes,732,0.2,2,4,24,9.84,3,2250000,Medium
Ruzanna Hovhannisyan,64,Divorced,Retired,45500,Master's,1850000,Leasing finance,Yes,847,0.31,1,1,36,15,36,4800000,Very Low
Karen Hakobyan,18,Divorced,Self-Employed,410000,Bachelor's,1450000,Commercial and industrial loan,Yes,549,0.21,2,3,12,14.83,0,1450000,Low
Sargis Gevorgyan,43,Divorced,Self-Employed,1630000,Master's,4150000,Mortgage loan,Yes,379,0.41,4,2,24,19.14,22,3100000,Very Low
Ruben Ghazaryan,31,Widowed,Self-Employed,2430000,Master's,1750000,Loan granted to financial institutions,Yes,314,0.34,1,2,24,19.67,3,2100000,Very Low
Gevorg Ghazaryan,55,Widowed,Employed,1930000,PhD,1900000,Commercial and industrial loan,No,339,0.29,4,3,36,11.86,3,300000,Low
Hasmik Avagyan,54,Single,Self-Employed,170000,Master's,4500000,Commercial and industrial loan,Yes,380,0.34,3,3,24,15.41,1,2400000,Low
Sargis Gevorgyan,28,Divorced,Self-Employed,830000,Bachelor's,3750000,Agricultural loan,Yes,809,0.31,4,4,36,14.11,4,4050000,Low
Tigran Gevorgyan,53,Divorced,Self-Employed,670000,Master's,1750000,Consumer loan,Yes,606,0.53,2,1,36,15.01,34,450000,Low
Ruben Hakobyan,30,Married,Employed,2790000,PhD,3400000,Consumer loan,Yes,696,0.16,3,3,48,14.85,3,300000,Medium
Lusine Poghosyan,60,Married,Self-Employed,1630000,Bachelor's,150000,Mortgage loan,Yes,503,0.5,2,2,60,19.06,3,750000,Very Low
Anush Petrosyan,20,Single,Self-Employed,1970000,Bachelor's,600000,Commercial and industrial loan,Yes,510,0.43,3,1,36,18.86,1,3800000,Very Low
Karen Sargsyan,50,Single,Unemployed,0,Master's,1600000,Loan granted to financial institutions,Yes,698,0.27,3,3,36,10.35,16,3600000,Low
Ruzanna Poghosyan,23,Divorced,Employed,2450000,Bachelor's,2350000,Leasing finance,Yes,672,0.56,1,1,24,12.8,3,2800000,Low
Liana Karapetyan,67,Widowed,Self-Employed,1930000,High School,3150000,Agricultural loan,No,688,0.19,4,4,48,17.28,21,2300000,Medium
Suren Vardanyan,27,Married,Employed,1890000,Bachelor's,1300000,Mortgage loan,Yes,557,0.26,2,3,60,16.52,8,4400000,Low
Artur Hovhannisyan,22,Married,Employed,2510000,PhD,2150000,Leasing finance,Yes,414,0.29,3,3,48,15.94,4,3800000,Low
Sargis Nazaryan,40,Widowed,Employed,1750000,High School,3850000,Leasing finance,No,633,0.42,1,1,24,19.93,11,4050000,Low
Armine Karapetyan,27,Married,Self-Employed,450000,Bachelor's,2200000,Loan granted to financial institutions,Yes,648,0.57,3,3,60,12.71,6,4050000,Low
Vahan Petrosyan,61,Single,Employed,2470000,Master's,1900000,Loan granted to financial institutions,Yes,532,0.4,4,1,48,14.67,27,3200000,Very Low
Hayk Ghazaryan,19,Divorced,Employed,970000,PhD,1450000,Agricultural loan,Yes,808,0.53,3,1,24,19.77,1,2250000,Low
Narine Sargsyan,30,Divorced,Unemployed,0,PhD,2750000,Commercial and industrial loan,No,748,0.55,4,3,48,16.65,12,4300000,Low
Anush Petrosyan,57,Married,Self-Employed,2450000,Bachelor's,2600000,Leasing finance,Yes,376,0.33,3,2,24,16.14,32,4600000,Very Low
Hakob Hakobyan,19,Married,Employed,2270000,PhD,950000,Loan granted to individuals,Yes,397,0.34,4,4,36,10.7,1,100000,Low
Arpi Gevorgyan,37,Married,Self-Employed,950000,High School,1750000,Commercial and industrial loan,Yes,761,0.22,2,1,36,11.71,12,250000,High
Artur Hovhannisyan,18,Divorced,Self-Employed,2710000,Master's,2400000,Leasing finance,Yes,799,0.4,4,2,12,13.15,0,4750000,High
Ani Karapetyan,54,Divorced,Employed,450000,Master's,4550000,Loan granted to individuals,No,337,0.16,4,1,48,14.11,3,1350000,Very Low
Armine Avetisyan,26,Married,Employed,2770000,Bachelor's,3000000,Commercial and industrial loan,No,657,0.42,2,2,60,14.47,7,4350000,Low
Arman Sargsyan,34,Divorced,Employed,1210000,Master's,1550000,Loan granted to individuals,Yes,541,0.55,4,3,24,18.92,5,1900000,Low
Anahit Markosyan,26,Widowed,Employed,710000,High School,150000,Consumer loan,Yes,350,0.48,3,4,24,10.18,2,550000,Low
Meline Mkrtchyan,28,Married,Employed,950000,PhD,1750000,Mortgage loan,No,724,0.42,3,2,36,11.73,8,400000,Medium
Ruben Mkrtchyan,32,Single,Self-Employed,1390000,Bachelor's,4400000,Mortgage loan,Yes,426,0.52,3,0,60,10.58,2,750000,Low
Lusine Nazaryan,41,Divorced,Self-Employed,1250000,Master's,2600000,Loan granted to financial institutions,No,402,0.46,2,1,12,17.09,6,1200000,Very Low
Liana Hakobyan,55,Single,Employed,410000,Bachelor's,3550000,Leasing finance,Yes,776,0.36,4,2,60,19.68,22,2400000,High
Armine Harutyunyan,52,Single,Employed,2650000,Bachelor's,2550000,Agricultural loan,Yes,528,0.36,4,4,60,18.83,10,3500000,Low
